011,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|009,000,000|010,000,000
008,000,000|006,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|007,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
008,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|003,000,000|008,000,000
